comm_sz,dim,pop_size,n_iter,seed,time,best_value
64,30,50,1000,2552032962,0.061782360076904,2364102.047559753060341
64,30,100,1000,1711372902,0.085134267807007,4294193.485909339040518
64,30,200,1000,2615007644,0.162675142288208,5835898.300373296253383
64,30,400,1000,1774408416,0.229429960250854,5571486.920737972483039
64,30,800,1000,933748422,0.423031806945801,5171279.398835620842874
64,30,1600,1000,93149392,0.942402124404907,4699745.973368778824806
64,30,3200,1000,3547517790,1.427740097045898,4572593.954750320874155
32,30,50,1000,3984528101,0.068197250366211,2657640.456978630274534
32,30,100,1000,3161009259,0.104227781295776,5417079.859773030504584
32,30,200,1000,2337490417,0.165555953979492,4068693.936597561463714
32,30,400,1000,1513971575,0.307160377502441,4906917.486979669891298
32,30,800,1000,2434779072,0.618110656738281,4917805.701889386400580
32,30,1600,1000,1611260264,1.216636180877686,3915830.741127290762961
32,30,3200,1000,787804664,2.163384914398193,5261229.693654382601380
16,30,50,1000,91255959,0.081343412399292,3229067.726344554219395
16,30,100,1000,1423791341,0.126955032348633,4820661.564444527961314
16,30,200,1000,2756326723,0.228651046752930,5431601.182055585086346
16,30,400,1000,4088862105,0.451820135116577,5028984.291760817170143
16,30,800,1000,1126464420,0.913087606430054,4985606.948298239149153
16,30,1600,1000,2459034067,1.809458971023560,5682572.143474673852324
16,30,3200,1000,3791638015,3.352236270904541,4258769.964373598806560
8,30,50,1000,1717645536,0.102234601974487,3242119.296865054406226
8,30,100,1000,1980724272,0.192574739456177,4425791.390618393197656
8,30,200,1000,2243803008,0.378815889358521,5309382.969570388086140
8,30,400,1000,2506897610,0.757548570632935,4957693.480900883674622
8,30,800,1000,2769992232,1.531959533691406,5393245.397455471567810
8,30,1600,1000,3033086874,3.129358053207397,4509297.178849703632295
8,30,3200,1000,3296213328,6.384827613830566,4871822.758375797420740
4,30,50,1000,735937696,0.168847799301147,2888692.648255775682628
4,30,100,1000,2611771856,0.324852466583252,3426040.184428639244288
4,30,200,1000,192638720,0.648849487304688,3862871.292398016899824
4,30,400,1000,2068504598,1.332520484924316,4948979.272206579335034
4,30,800,1000,3944402212,2.784300565719604,5212290.899605717509985
4,30,1600,1000,1525332554,5.799402713775635,4892280.917187490500510
4,30,3200,1000,570464669,11.658733367919922,4906918.215282066725194
2,30,50,1000,952234032,0.318997859954834,2919332.526161284185946
2,30,100,1000,3634445904,0.622559309005737,4255132.399512843228877
2,30,200,1000,2021708254,1.292464017868042,4560855.730116994120181
2,30,400,1000,408970612,2.671690702438354,4466259.386026469059289
2,30,800,1000,3091235838,5.581478595733643,5466813.513532713055611
2,30,1600,1000,391989462,11.399637222290039,4994397.414181480184197
2,30,3200,1000,3074397332,23.569860935211182,4900145.991266775876284
1,30,50,1000,1744294792,0.786911487579346,3454480.663811934646219
1,30,100,1000,1744294793,1.657775640487671,3272700.203965463675559
1,30,200,1000,1744294794,3.474477529525757,4946083.082002678886056
1,30,400,1000,1744294798,7.252859830856323,4702266.727719897404313
1,30,800,1000,1744294805,15.123557806015015,4864162.527609636075795
1,30,1600,1000,1744294821,31.333894252777100,4300594.260873940773308
1,30,3200,1000,1744294852,65.393134832382202,4789973.588684751652181
