comm_sz,dim,pop_size,n_iter,seed,time,best_value
1,30,50,1000,2907291316,1.344134569168091,140599.283029646292562
1,30,100,1000,3845260524,4.931825876235962,67315.165975339827128
1,30,200,1000,488265832,18.620880365371704,35424.921993229712825
1,30,400,1000,1426254300,72.099968910217285,11040.868195221788483
1,30,800,1000,2364302984,284.917637586593628,10392.719234586207676
1,30,1600,1000,60622289,1118.867953300476074,3947.377559807957368
1,30,3200,1000,1493308032,4448.909829139709473,1119.157891370671905
1,30,50,1000,2275237422,1.341167211532593,99112.347986785360263
1,30,100,1000,3213298536,4.911179304122925,84570.350132864870830
1,30,200,1000,4151500905,18.692873239517212,22318.878364153853909
1,30,400,1000,795395184,72.005661010742188,14428.418882370486244
1,30,800,1000,1736752484,283.262983560562134,4991.462668432205646
1,30,1600,1000,2803073329,1118.656881809234619,1301.303027321810077
1,30,3200,1000,3480835488,4491.715475797653198,545.474775654596101
1,30,50,1000,3313783478,1.337194681167603,102591.619791891658679
1,30,100,1000,4251809560,4.880196094512939,50004.309740113836597
1,30,200,1000,894957053,18.432254791259766,33118.802652563230367
1,30,400,1000,1833456256,71.253639221191406,13080.678111804383661
1,30,800,1000,2773552401,279.502530574798584,7578.043092524689200
1,30,1600,1000,3028454026,1106.651132583618164,2398.389285418161762
1,30,3200,1000,1941948249,4398.427990674972534,1721.288134267661462
1,30,50,1000,251043228,1.343072891235352,115830.259441435540793
1,30,100,1000,1189049564,4.923523426055908,74687.400344333640533
1,30,200,1000,2127114988,18.621530532836914,32381.380730163695262
1,30,400,1000,3065456172,72.066319942474365,17861.308357767586131
1,30,800,1000,3198497200,282.722009420394897,8292.331236746953437
1,30,1600,1000,3450723826,1118.826155185699463,4020.443660447113416
1,30,3200,1000,3818020702,4449.774281740188599,361.592448259996388
1,30,50,1000,1733693940,1.581498146057129,94798.081607291940600
1,30,100,1000,2671733868,5.801445007324219,94479.096065662015462
1,30,200,1000,3609919760,22.277771472930908,16352.588619570115043
1,30,400,1000,253722248,86.556618690490723,8994.138767662700047
1,30,800,1000,1194864274,340.480163097381592,5519.820805206855766
1,30,1600,1000,1865432668,1351.253275156021118,2235.461952177716739
1,30,3200,1000,4185645776,5384.777112960815430,1249.607144894083604
2,30,50,1000,3062153960,0.635247468948364,136209.631789242412196
2,30,100,1000,1449458366,2.356641292572021,46550.417134055511269
2,30,200,1000,4131763366,8.997803449630737,18327.376983604866837
2,30,400,1000,2519367438,35.142735958099365,14275.932451091206531
2,30,800,1000,907804040,138.737341403961182,6817.990339877070255
2,30,1600,1000,3594671626,550.859814167022705,3523.672077869319764
2,30,3200,1000,2246542040,2194.375102519989014,992.966514341681545
2,30,50,1000,581557988,0.636368274688721,263652.176981677883305
2,30,100,1000,3263813829,2.345783472061157,50353.702330730957328
2,30,200,1000,1651119811,8.995274782180786,32221.874875027700909
2,30,400,1000,38547840,35.295078992843628,16148.441531206743093
2,30,800,1000,170748216,138.972472906112671,8877.265106889490198
2,30,1600,1000,2855411262,552.651202678680420,1456.706285201509445
2,30,3200,1000,3242879960,2200.560782432556152,1223.313585507005882
2,30,50,1000,820672268,0.632109880447388,173252.953641121479450
2,30,100,1000,3502946431,2.347144126892090,64685.876024958073685
2,30,200,1000,1890289057,8.996370315551758,48783.633827414181724
2,30,400,1000,277881984,35.150021314620972,17046.356739576833206
2,30,800,1000,2961407772,138.910441637039185,7609.395356319451821
2,30,1600,1000,1353650141,551.654637575149536,2766.532988388375088
2,30,3200,1000,6912375,2199.672417879104614,1366.971033628918576
2,30,50,1000,4070780516,0.637306213378906,137745.295835831173463
2,30,100,1000,2458086821,2.386527299880981,34446.325946187331283
2,30,200,1000,3527666751,9.027632474899292,25321.669401091752661
2,30,400,1000,697278864,35.275660753250122,11020.467853758316778
2,30,800,1000,3380750032,139.342241287231445,4728.738365223200162
2,30,1600,1000,1081203729,554.277093172073364,2195.932495196234413
2,30,3200,1000,3944736146,2203.824970722198486,986.481930892647824
2,30,50,1000,3329427760,0.635625362396240,100111.461259467701893
2,30,100,1000,1716711872,2.340001583099365,67256.958876421078457
2,30,200,1000,104008988,8.971846103668213,30785.547028467426571
2,30,400,1000,2786377416,35.054855108261108,20804.452623012432014
2,30,800,1000,1174103728,138.550115108489990,7988.584519440349140
2,30,1600,1000,3858137440,550.445587635040283,3773.770270159986467
2,30,3200,1000,2498825814,2192.866328477859497,1724.723156356697928
4,30,50,1000,3205099714,0.296567201614380,102240.522829712484963
4,30,100,1000,786006454,1.027545690536499,77089.709210166212870
4,30,200,1000,2661944213,3.896293640136719,27561.570502189824765
4,30,400,1000,243105875,15.204403638839722,8878.587671905228490
4,30,800,1000,2119999701,59.979060888290405,4784.136086921940660
4,30,1600,1000,3999698323,237.813689231872559,1709.516847393780836
4,30,3200,1000,3340079092,950.020105838775635,388.079586172857546
4,30,50,1000,656317840,0.344617843627930,177792.874386968353065
4,30,100,1000,2532210944,1.190443038940430,42780.875688170526701
4,30,200,1000,113136764,4.518420696258545,24885.665374250533205
4,30,400,1000,1989106188,17.672253847122192,13788.705204707197481
4,30,800,1000,3865304632,69.630603313446045,5849.067605848465973
4,30,1600,1000,1447547542,276.107819795608521,2563.677645770563686
4,30,3200,1000,2110687543,1104.919314384460449,1116.227078335257374
4,30,50,1000,833453842,0.298638343811035,125847.223173953127116
4,30,100,1000,2709380608,1.029152154922485,91688.805729512256221
4,30,200,1000,290340090,3.908020257949829,44193.046115662036755
4,30,400,1000,2166425088,15.236903667449951,11754.251996611747018
4,30,800,1000,4043090296,60.161026954650879,8960.931757149504847
4,30,1600,1000,1627162048,238.876468181610107,2583.139202963860043
4,30,3200,1000,3515644782,950.185444831848145,947.192336045198886
4,30,50,1000,3330338075,0.304211139678955,128028.386952946952078
4,30,100,1000,2655597056,1.029111623764038,74055.243715468881419
4,30,200,1000,236554610,3.898555278778076,24348.903929182823049
4,30,400,1000,3856933341,15.240958690643311,13145.385400006371128
4,30,800,1000,3182903808,60.070168018341064,4603.315800743657746
4,30,1600,1000,766860000,238.370593309402466,2750.392340756425256
4,30,3200,1000,104216883,951.183918714523315,795.806050599460377
4,30,50,1000,2714863264,0.313033580780029,102608.726794134927331
4,30,100,1000,295837952,1.028960704803467,59558.806193052463641
4,30,200,1000,2171779948,3.904862165451050,42477.260771815963381
4,30,400,1000,4047925818,15.236707448959351,9045.331095358968014
4,30,800,1000,1629852000,60.113604545593262,3582.854526511968743
4,30,1600,1000,3509804128,240.140608310699463,2156.654341329755425
4,30,3200,1000,1107024640,949.023999214172363,756.064071047433231
8,30,50,1000,1430549804,0.212360382080078,99487.744064990096376
8,30,100,1000,1693709568,0.661184549331665,57547.629534770399914
8,30,200,1000,1956854784,2.454769849777222,44950.902582069393247
8,30,400,1000,2220043734,9.247283458709717,12977.682516945922544
8,30,800,1000,2483320272,36.558451652526855,7908.239283113548481
8,30,1600,1000,2747005734,144.312533855438232,3366.235998005196507
8,30,3200,1000,2205890962,578.084129810333252,1155.964789752357319
8,30,50,1000,1145982962,0.175893068313599,120263.958508157549659
8,30,100,1000,1409139712,0.584856510162354,70435.115659895775025
8,30,200,1000,1672284928,2.101581811904907,20743.025443655089475
8,30,400,1000,1935453272,7.937822103500366,9637.710715093213366
8,30,800,1000,2198691100,31.117350101470947,8164.420661005827242
