n_cores,n_agents,time,best_value,speedup,efficiency
1,50,1.3894134998321537,110586.31837141016,1.0,1.0
1,100,5.089633941650391,74211.26445166284,1.0,1.0
1,200,19.329062080383302,27919.314471936123,1.0,1.0
1,400,74.7964415550232,13081.082462965389,1.0,1.0
1,800,294.17706484794616,7354.875407499382,1.0,1.0
1,1600,1162.85107960701,2780.595097034552,1.0,1.0
1,3200,4634.720938062668,999.4240788894018,1.0,1.0
2,50,0.6353314399719239,162194.3039014681,2.1869112913624322,1.0934556456812161
2,100,2.355219554901123,52658.65606247059,2.1610019036480295,1.0805009518240147
2,200,8.997785425186157,31088.020423121186,2.1482021594200664,1.0741010797100332
2,400,35.18367042541504,15859.130239729106,2.1258851237133505,1.0629425618566752
2,800,138.9025224685669,7204.394737549912,2.117866973326689,1.0589334866633444
2,1600,551.9776670455933,2743.322823363085,2.106699508027303,1.0533497540136516
2,3200,2198.2599204063417,1258.8912441453904,2.108358932007437,1.0541794660037185
4,50,0.3114136219024658,127303.54682754318,4.461633666966937,1.1154084167417342
4,100,1.0610426425933839,69034.68810727407,4.796823178765357,1.1992057946913393
4,200,4.025230407714844,32693.289338620234,4.801976563462505,1.2004941408656262
4,400,15.718245458602905,11322.452273717903,4.758574470160449,1.1896436175401122
4,800,61.99089274406433,5556.061155435107,4.74548843912421,1.1863721097810525
4,1600,246.2618357658386,2352.676075642877,4.722010927883777,1.1805027319709442
4,3200,981.066556596756,800.6738244400415,4.724165661237253,1.1810414153093132
8,50,0.18283500671386738,139992.74609966815,7.5992750228984,0.9499093778623
8,100,0.596251106262207,69556.09635144213,8.536057859173475,1.0670072323966844
8,200,2.151203155517578,30099.765912236275,8.98523323136942,1.1231541539211776
8,400,8.17106065750122,12599.844096960944,9.153822825480844,1.1442278531851056
8,800,32.20142512321472,6502.147705919972,9.13552936624123,1.1419411707801537
8,1600,129.6743766307831,2184.3434061439775,8.967469979963363,1.1209337474954204
8,3200,511.02126183509824,1157.6767515795814,9.069526620906528,1.133690827613316
16,50,0.1490149974822996,128101.26807490925,9.323984319076287,0.5827490199422679
16,100,0.42723126411437995,59224.96625254623,11.91306528608303,0.7445665803801894
16,200,1.4355573177337644,29323.843581859914,13.464500401068648,0.8415312750667905
16,400,5.2323814868927006,13078.753334904224,14.29491365306427,0.8934321033165169
16,800,20.36023302078247,6485.408273267932,14.4486099224733,0.9030381201545813
16,1600,80.50319857597351,2476.7687342663558,14.444781079221208,0.9027988174513255
16,3200,323.94121689796447,1042.5600596687507,14.307290015282373,0.8942056259551483
32,50,0.1141010284423826,133968.39975571376,12.177046244011407,0.3805326951253565
32,100,0.2915703773498536,71254.53802369726,17.455936326286565,0.5454980101964552
32,200,0.8567221641540526,32684.354764198204,22.561645874388308,0.7050514335746346
32,400,2.8809596061706544,12100.93343327316,25.962336089273375,0.811323002789793
32,800,10.42579689025879,6973.357511655755,28.21626662637239,0.8817583320741372
32,1600,40.53659052848816,2887.6516512572534,28.686454989098937,0.8964517184093418
32,3200,160.6463264942169,586.403285329287,28.85046324560377,0.9015769764251178
64,50,0.0888099670410156,151185.36248171184,15.644792427301242,0.2444498816765819
64,100,0.20056262016296383,70997.38865902259,25.376782261394933,0.3965122228342958
64,200,0.5456531047821044,31569.311853441195,35.423718679474895,0.5534956043667952
64,400,1.6763553619384766,14286.414151199197,44.61848797293869,0.697163874577167
64,800,5.777135515213013,6532.263582940947,50.92092163552084,0.7956394005550131
64,1600,21.133907556533813,2985.0355054291367,55.02300398051566,0.8597344371955572
64,3200,82.15409307479858,1030.1878312567303,56.41497294411014,0.8814839522517209
